OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Avg_Transaction_Value,Total_Transaction_Value,Transaction_Count,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years
1367643,Lupo L Patrick,-0.28,-0.30,-0.30,0.00,0.04,0.10,0.01,0.06,0.11,-0.29,-0.34,-0.40,-0.30,-0.35,-0.41,208250,624750,3,1,BG,Consumer Staples,Large Cap,2015,2018,2
1368054,Carey Albert P,-0.10,0.08,0.05,0.06,0.05,0.05,0.11,0.17,0.14,-0.16,0.03,0.00,-0.21,-0.09,-0.09,107921,107921,1,1,HD,Consumer Discretionary,Mega Cap,2014,2014,1
1368278,MONGEAU CLAUDE,-0.12,-0.20,-0.13,0.11,-0.02,-0.03,-0.02,-0.11,-0.04,-0.23,-0.18,-0.10,-0.10,-0.09,-0.09,664321.5,664321.5,1,1,NSC,Industrials,Large Cap,2021,2021,1
1368469,Timko Thomas S,-1.00,-1.00,-1.00,0.16,0.16,0.35,0.13,0.03,0.21,-1.16,-1.16,-1.35,-1.13,-1.03,-1.21,88300,88300,1,1,GE,Industrials,Large Cap,2019,2019,1
1368656,Colaizzo Louis F,0.37,0.38,0.34,0.07,0.15,0.20,0.07,0.13,0.05,0.30,0.23,0.13,0.30,0.25,0.29,105875,211750,2,1,ERIE,Financials,Large Cap,2018,2018,1
1369091,VERNON W ANTHONY,0.31,1.32,2.30,0.09,0.15,0.20,0.10,0.14,0.14,0.22,1.17,2.10,0.21,1.18,2.16,999991.98,999991.98,1,1,AXON,Industrials,Large Cap,2017,2017,1
1369240,Price Paula A,-0.16,0.04,-0.16,-0.07,-0.01,0.04,-0.04,0.07,0.08,-0.09,0.05,-0.20,-0.12,-0.03,-0.24,20000.97,20000.97,1,1,DG,Consumer Staples,Large Cap,2015,2015,1
1369941,Card Andrew H JR,0.01,0.16,0.13,0.12,0.21,0.25,0.12,0.24,0.26,-0.11,-0.05,-0.12,-0.11,-0.08,-0.13,78980,78980,1,1,UNP,Industrials,Large Cap,2016,2016,1
1370636,Simonson Richard A,0.32,0.36,0.64,0.08,0.18,0.24,-0.03,-0.09,-0.09,0.24,0.18,0.40,0.35,0.45,0.73,513244.5,513244.5,1,1,EA,Communication Services,Large Cap,2016,2016,1
1370825,Keogh John W,-0.11,-0.03,0.04,0.02,0.06,0.14,-0.05,-0.03,0.06,-0.13,-0.09,-0.10,-0.06,0.00,-0.02,9805.74,9805.74,1,1,CB,Financials,Large Cap,2018,2018,1
1372455,Posner Brian S,332.94,358.18,345.45,0.05,0.15,0.21,0.01,0.13,0.15,332.89,358.02,345.24,332.93,358.05,345.30,56787.5,567875,10,1,ACGL,Financials,Large Cap,2016,2022,4
1372819,Frank John,-0.20,-0.08,0.06,0.11,0.25,0.39,-0.09,0.12,0.30,-0.30,-0.33,-0.34,-0.10,-0.20,-0.24,45260.8,226304,5,1,CVX,Energy,Mega Cap,2020,2020,1
1373489,Knight Nancy Lopez,-0.03,-0.16,-0.09,0.09,0.13,0.06,0.02,0.05,0.03,-0.12,-0.29,-0.15,-0.05,-0.21,-0.12,5262,10524,2,1,SJM,Consumer Staples,Large Cap,2017,2018,2
1373774,Dixon Robert D,0.18,0.26,0.43,0.07,0.14,0.32,0.00,0.07,0.21,0.11,0.12,0.11,0.18,0.19,0.22,194540,194540,1,1,GNRC,Industrials,Large Cap,2022,2022,1
1374018,Burke Carolyn Jeanne,0.01,0.05,0.25,0.05,0.30,0.42,-0.09,-0.02,0.20,-0.04,-0.25,-0.17,0.10,0.07,0.05,2480.4,2480.4,1,1,PCG,Utilities,Large Cap,2023,2023,1
1374074,Thompson Donald,0.64,0.83,0.61,0.20,0.40,0.57,0.26,0.39,0.67,0.44,0.43,0.04,0.38,0.44,-0.06,972600,972600,1,1,RCL,Consumer Discretionary,Large Cap,2020,2020,1
1374188,George Gary Charles,0.21,0.02,0.25,0.03,-0.04,0.11,0.01,-0.20,-0.03,0.18,0.06,0.14,0.20,0.22,0.28,354425,708850,2,1,JBHT,Industrials,Large Cap,2019,2019,1
1374803,Shearer Bob,-0.32,-0.68,-0.53,0.09,0.16,0.35,-0.12,-0.34,-0.26,-0.42,-0.84,-0.88,-0.21,-0.33,-0.27,474050,948100,2,1,OXY,Energy,Large Cap,2019,2019,1
1375299,Goldstein Jeffrey A,-0.08,-0.01,0.00,0.07,0.05,0.05,0.06,0.01,0.03,-0.15,-0.06,-0.05,-0.14,-0.01,-0.03,90409.83375,723278.67,8,1,FIS,Financials,Large Cap,2021,2024,3
1376719,Swiger Andrew P,-0.09,0.45,0.45,0.41,0.62,0.84,0.27,0.93,0.92,-0.50,-0.17,-0.39,-0.36,-0.48,-0.47,1014000,1014000,1,1,XOM,Energy,Mega Cap,2020,2020,1
1376725,Poseley Tara,0.17,0.23,0.19,0.04,0.09,0.19,0.03,0.03,0.14,0.13,0.14,0.00,0.14,0.20,0.05,214080,214080,1,1,LULU,Consumer Discretionary,Large Cap,2015,2015,1
1376754,SCHLANGER DANIEL K,-0.12,0.07,0.00,0.10,0.19,0.25,0.05,0.13,0.03,-0.22,-0.12,-0.25,-0.17,-0.06,-0.03,250383.6,250383.6,1,1,CCI,Real Estate,Large Cap,2016,2016,1
1376854,Amouyal Philippe,8.29,8.69,10.29,0.10,0.21,0.24,0.11,0.42,0.39,8.19,8.48,10.05,8.18,8.27,9.90,355800,355800,1,1,WTW,Financials,Large Cap,2016,2016,1
1376855,Fajgenbaum Jonas,8.12,8.52,10.09,0.10,0.21,0.24,0.11,0.42,0.39,8.02,8.31,9.85,8.01,8.10,9.70,241600,241600,1,1,WTW,Financials,Large Cap,2016,2016,1
1377144,ARRIOLA DENNIS V,520.78,579.23,606.15,0.25,0.45,0.64,0.04,0.08,0.19,520.53,578.78,605.51,520.74,579.15,605.96,100730,100730,1,1,SRE,Utilities,Large Cap,2020,2020,1
1377275,Hagenbuch John J,-0.44,-0.31,-0.31,0.01,-0.01,0.00,0.08,0.05,0.02,-0.45,-0.30,-0.31,-0.52,-0.36,-0.33,338375,676750,2,1,WYNN,Consumer Discretionary,Large Cap,2015,2015,1
1377692,Ortberg Robert Kelly,0.15,0.29,0.54,0.15,0.35,0.28,0.24,0.35,0.30,0.00,-0.06,0.26,-0.09,-0.06,0.24,149.32,149.32,1,1,RTX,Industrials,Large Cap,2020,2020,1
1378160,Hausler Eric L,-0.27,-0.20,-0.19,0.00,-0.04,0.04,0.04,0.08,0.19,-0.27,-0.16,-0.23,-0.31,-0.28,-0.38,80000,80000,1,1,VICI,Real Estate,Large Cap,2018,2018,1
1378406,Gavinet Andres,-0.08,0.07,0.12,0.19,0.31,0.35,0.08,0.31,0.38,-0.27,-0.24,-0.23,-0.16,-0.24,-0.26,5467.575,10935.15,2,1,ARE,Real Estate,Large Cap,2020,2020,1
1379532,Davis George S,-0.20,-0.15,-0.21,0.04,0.11,0.13,0.08,0.20,0.23,-0.24,-0.26,-0.34,-0.27,-0.35,-0.44,314436,1257744,4,2,INTC,Information Technology,Large Cap,2015,2021,3
1379848,Highsmith Carlton L,0.14,0.60,0.72,0.20,0.40,0.57,0.20,0.63,0.74,-0.06,0.20,0.15,-0.06,-0.03,-0.02,23780,23780,1,1,KEY,Financials,Large Cap,2020,2020,1
1380809,Munson Eddie R,-0.21,-0.28,-0.24,0.05,0.01,0.12,0.07,0.03,0.12,-0.26,-0.29,-0.36,-0.28,-0.32,-0.36,48685,97370,2,1,HBAN,Financials,Large Cap,2015,2016,2
1381047,Sweeney Michael T,-0.04,-0.15,-0.47,-0.03,-0.04,0.03,0.00,-0.03,0.10,-0.01,-0.11,-0.50,-0.04,-0.12,-0.57,221200,221200,1,1,FSLR,Information Technology,Large Cap,2015,2015,1
1381111,Hambro George A,-0.16,-0.16,-0.01,0.07,0.03,0.08,0.10,0.04,0.17,-0.23,-0.19,-0.09,-0.26,-0.20,-0.18,187980,187980,1,1,FSLR,Information Technology,Large Cap,2018,2018,1
1381335,Merchant Rahul N,-0.12,0.04,-0.07,0.03,0.08,0.11,0.07,0.11,0.19,-0.15,-0.04,-0.18,-0.19,-0.07,-0.26,48960,48960,1,1,JNPR,Information Technology,Large Cap,2017,2017,1
1381430,MURPHY MATTHEW J,-0.12,0.34,0.47,0.13,0.16,0.35,0.09,0.27,0.51,-0.25,0.18,0.12,-0.21,0.07,-0.04,232740,232740,1,1,EBAY,Consumer Discretionary,Large Cap,2019,2019,1
1382435,Levy Andrew C,0.17,0.07,0.24,0.07,0.14,0.23,0.08,0.15,0.20,0.10,-0.07,0.01,0.09,-0.07,0.05,756250,1512500,2,1,UAL,Industrials,Large Cap,2016,2017,2
1382867,Gooden Linda R,0.10,0.01,0.25,0.14,0.23,0.42,0.28,0.32,0.45,-0.04,-0.22,-0.17,-0.18,-0.31,-0.21,108617.6667,325853,3,2,HD,Consumer Discretionary,Mega Cap,2015,2020,2
1384151,DeLaney William J III,0.19,0.29,0.28,0.24,0.39,0.57,0.25,0.42,0.54,-0.05,-0.10,-0.29,-0.06,-0.14,-0.26,1471650,2943300,2,1,UNP,Industrials,Large Cap,2019,2020,2
1385262,Stratton John G,-0.06,0.00,0.19,0.15,0.24,0.41,0.05,0.21,0.34,-0.21,-0.24,-0.22,-0.11,-0.20,-0.14,125369.5583,752217.35,6,2,ABT,Health Care,Mega Cap,2019,2020,2
1385286,Jacobs Lew W IV,0.42,0.40,0.02,0.18,0.27,0.26,0.42,0.57,0.49,0.24,0.13,-0.24,0.00,-0.17,-0.47,440900,440900,1,1,C,Financials,Large Cap,2020,2020,1
1387531,Sanjay Khosla,0.07,0.14,0.51,0.04,0.02,0.14,0.03,0.07,0.11,0.03,0.12,0.37,0.04,0.07,0.41,548.885,1097.77,2,1,ZTS,Health Care,Large Cap,2016,2018,2
1388073,Evans Robert B,-0.10,-0.68,-0.54,0.07,0.02,0.22,-0.06,-0.38,-0.54,-0.17,-0.70,-0.76,-0.04,-0.30,0.00,675012.4667,2025037.4,3,1,TRGP,Energy,Large Cap,2019,2019,1
1388153,Harty Linda S,0.18,0.27,0.62,0.15,0.26,0.36,0.16,0.21,0.32,0.03,0.02,0.25,0.02,0.06,0.30,196206.75,784827,4,2,PH,Industrials,Large Cap,2019,2020,2
1388397,Johnson Amal M,-0.05,-0.03,0.17,0.03,0.13,0.30,-0.07,-0.02,-0.02,-0.08,-0.16,-0.13,0.02,-0.01,0.19,109220,218440,2,1,ESS,Real Estate,Large Cap,2022,2022,1
1388540,Lederer John Anthony,-0.31,-0.27,-0.34,0.01,0.04,0.12,0.02,0.05,0.08,-0.32,-0.31,-0.46,-0.33,-0.32,-0.42,939760,4698800,5,1,WBA,Consumer Staples,Mid Cap,2015,2017,3
1390276,Fairhead Rona Alison,0.11,0.00,0.00,0.09,0.01,-0.02,0.11,0.02,-0.02,0.03,-0.01,0.02,0.01,-0.01,0.02,145293.1086,1017051.76,7,1,ORCL,Information Technology,Mega Cap,2021,2021,1
1390815,Payne John W R,-0.16,-0.05,-0.01,0.06,0.11,0.22,-0.02,0.01,0.12,-0.22,-0.16,-0.23,-0.15,-0.06,-0.13,304998.87,1524994.35,5,1,VICI,Real Estate,Large Cap,2018,2021,4
1390946,Baltimore Thomas J Jr,-0.42,-0.29,-0.06,0.00,0.16,0.32,-0.20,0.01,0.25,-0.42,-0.45,-0.38,-0.22,-0.30,-0.31,47910,47910,1,1,PRU,Financials,Large Cap,2020,2020,1
1391090,SCHIFELLITE ROBERT,0.14,0.14,0.30,0.15,0.22,0.31,0.19,0.32,0.38,-0.01,-0.08,-0.01,-0.05,-0.18,-0.08,829.6,829.6,1,1,BR,Industrials,Large Cap,2016,2016,1
1391093,DESCHUTTER DOUGLAS RICHARD,0.14,0.20,0.43,0.10,0.25,0.44,0.00,0.20,0.35,0.04,-0.05,-0.01,0.14,0.00,0.08,1246.63,1246.63,1,1,BR,Industrials,Large Cap,2020,2020,1
1391297,Access Industries Holdings LLC,-0.34,-0.25,-0.48,0.05,0.13,0.07,0.01,0.11,-0.02,-0.40,-0.38,-0.55,-0.36,-0.36,-0.47,23510493.9,540741359.6,23,1,LYB,Materials,Large Cap,2016,2022,4
1392152,Seaton David Thomas,-0.28,0.18,0.57,0.26,0.46,0.65,-0.08,0.44,0.61,-0.54,-0.28,-0.08,-0.20,-0.26,-0.04,98472,98472,1,1,COP,Energy,Large Cap,2020,2020,1
1393014,Angelakis Michael J,-0.09,0.22,0.40,0.07,0.05,0.05,0.06,0.35,0.49,-0.16,0.17,0.35,-0.16,-0.14,-0.09,460541.8333,2763251,6,3,DUK,Utilities,Large Cap,2015,2021,2
1393486,CHUGG JULIANA L,2.01,2.39,1.64,-0.08,0.00,0.03,-0.08,-0.09,0.00,2.08,2.39,1.61,2.09,2.49,1.63,174185,348370,2,2,CZR,Consumer Discretionary,Mid Cap,2018,2022,2
1394212,Lucresca SE,-0.01,0.17,0.21,0.23,0.41,0.62,0.14,0.17,0.26,-0.24,-0.24,-0.41,-0.15,-0.01,-0.05,199899000,399798000,2,1,KDP,Consumer Staples,Large Cap,2020,2020,1
1395482,Duffin Neil W,-0.14,0.41,0.34,0.41,0.63,0.87,0.36,1.06,1.07,-0.55,-0.22,-0.53,-0.50,-0.65,-0.73,1092300,1092300,1,1,XOM,Energy,Mega Cap,2020,2020,1
1395526,Bensen Peter J,0.13,0.24,0.42,0.05,-0.04,0.05,0.06,0.01,0.10,0.08,0.27,0.37,0.07,0.22,0.32,293416.6667,880250,3,2,LW,Consumer Staples,Large Cap,2018,2021,2
1395641,Thomas Bradley A,0.39,0.85,1.37,0.06,0.15,0.20,0.04,0.11,0.17,0.33,0.70,1.17,0.34,0.74,1.20,66315.99667,397895.98,6,1,PODD,Health Care,Large Cap,2015,2017,3
1396130,Will W Anthony,-0.36,-0.33,-0.42,0.06,0.11,0.17,0.10,0.13,0.18,-0.42,-0.44,-0.58,-0.46,-0.46,-0.60,680534.9867,2041604.96,3,1,CF,Materials,Large Cap,2014,2016,3
1396415,Masters J Kent,0.06,0.02,-0.25,0.00,0.09,0.00,-0.04,0.04,-0.02,0.06,-0.07,-0.25,0.10,-0.03,-0.24,996776.8,1993553.6,2,1,ALB,Materials,Large Cap,2022,2023,2
1396538,Kadre Manuel,-0.05,0.17,0.19,0.05,0.16,0.08,0.09,0.15,0.15,-0.10,0.01,0.11,-0.14,0.02,0.04,262145,524290,2,1,HD,Consumer Discretionary,Mega Cap,2018,2018,1
1396809,Hagen Thomas B,-0.08,0.15,0.21,0.01,-0.15,-0.10,0.05,-0.15,-0.16,-0.09,0.30,0.31,-0.13,0.30,0.37,74064,74064,1,1,ERIE,Financials,Large Cap,2021,2021,1
1396850,Vorsheck Elizabeth A,-0.25,-0.16,-0.07,0.13,0.18,0.34,0.12,0.03,0.16,-0.37,-0.34,-0.42,-0.37,-0.19,-0.23,96012.08,192024.16,2,1,ERIE,Financials,Large Cap,2019,2020,2
1397863,Pike Lynn Ann,-0.28,-0.08,0.22,0.00,0.16,0.32,-0.20,0.01,0.25,-0.28,-0.24,-0.10,-0.08,-0.09,-0.03,132870,132870,1,1,AXP,Financials,Mega Cap,2020,2020,1
1399072,Sweet Thomas W,-0.11,-0.24,-0.32,-0.04,0.04,0.12,-0.07,0.15,0.35,-0.07,-0.29,-0.44,-0.03,-0.39,-0.67,24061.5,144369,6,1,TRMB,Information Technology,Large Cap,2022,2022,1
1400395,Adkins Rodney C,0.09,0.11,0.41,0.06,0.02,0.11,0.02,-0.05,0.02,0.03,0.08,0.31,0.07,0.15,0.40,195468.3333,586405,3,2,GWW,Industrials,Large Cap,2016,2017,2
1400563,Dockendorff Charles J,0.21,0.45,0.48,0.10,0.14,0.16,0.13,0.17,0.16,0.11,0.32,0.32,0.08,0.28,0.32,499523.3667,1498570.1,3,3,BSX,Health Care,Large Cap,2016,2018,3
1400568,Wendell Amy McBride,0.03,0.23,0.29,0.05,0.02,0.09,0.07,0.07,0.07,-0.02,0.21,0.20,-0.04,0.16,0.22,199836,199836,1,1,HOLX,Health Care,Large Cap,2018,2018,1
1401333,Georgiadis Mary Margaret Hastings,-0.18,-0.12,0.11,0.18,0.25,0.32,0.19,0.25,0.31,-0.36,-0.37,-0.21,-0.37,-0.37,-0.20,250701,250701,1,1,MCD,Consumer Discretionary,Mega Cap,2016,2016,1
1401335,Minetti Carlos,-0.38,0.08,0.56,-0.01,0.19,0.36,-0.19,0.00,0.22,-0.37,-0.11,0.20,-0.19,0.08,0.34,221220,221220,1,1,DFS,Financials,Large Cap,2020,2020,1
1401656,Heel Joachim,-0.22,0.00,0.26,-0.02,0.09,0.17,-0.02,0.15,0.31,-0.20,-0.09,0.10,-0.20,-0.14,-0.05,125095.2125,500380.85,4,1,ZBRA,Information Technology,Large Cap,2015,2016,2
1401842,CURTIN TERRENCE R,-0.02,0.06,-0.17,0.15,0.11,0.07,0.11,0.10,0.05,-0.17,-0.05,-0.24,-0.13,-0.04,-0.22,524550,524550,1,1,DD,Materials,Large Cap,2021,2021,1
1402226,Geissler Werner,-0.21,-0.23,-0.22,0.03,0.06,0.13,0.15,0.16,0.23,-0.24,-0.29,-0.35,-0.36,-0.39,-0.45,3970200,3970200,1,1,PM,Consumer Staples,Mega Cap,2018,2018,1
1402861,Phelan Daniel J,0.00,0.08,0.16,0.06,0.13,0.19,0.11,0.23,0.35,-0.07,-0.05,-0.04,-0.12,-0.15,-0.19,11623.41182,255715.06,22,1,TEL,Information Technology,Large Cap,2015,2021,7
1403297,Oliver George,-0.21,-0.22,-0.07,0.05,0.01,0.09,0.05,-0.03,0.03,-0.26,-0.23,-0.16,-0.26,-0.19,-0.10,1004640,1004640,1,1,JCI,Industrials,Large Cap,2017,2017,1
1403382,"Oaktree Holdings, Inc.",0.33,0.28,0.34,0.41,0.63,0.87,0.09,0.13,0.23,-0.08,-0.35,-0.53,0.24,0.15,0.11,6180000,6180000,1,1,VST,Utilities,Large Cap,2020,2020,1
1403525,"Oaktree Capital Group Holdings GP, LLC",0.33,0.28,0.34,0.41,0.63,0.87,0.09,0.13,0.23,-0.08,-0.35,-0.53,0.24,0.15,0.11,6180000,6180000,1,1,VST,Utilities,Large Cap,2020,2020,1
1403528,"Oaktree Capital Group, LLC",0.33,0.28,0.34,0.41,0.63,0.87,0.09,0.13,0.23,-0.08,-0.35,-0.53,0.24,0.15,0.11,6180000,6180000,1,1,VST,Utilities,Large Cap,2020,2020,1
1403694,Claflin Bruce L.,0.17,0.14,0.37,0.02,0.02,0.11,0.04,0.05,0.10,0.15,0.12,0.26,0.13,0.09,0.27,140029.9,280059.8,2,1,IDXX,Health Care,Large Cap,2018,2018,1
1408467,Carter-Miller Jocelyn,-0.16,0.01,-0.21,-0.07,0.01,0.00,-0.16,0.00,0.08,-0.09,0.00,-0.21,0.00,0.01,-0.29,224970.64,224970.64,1,1,IPG,Communication Services,Large Cap,2022,2022,1
1409902,Donahue Paul D,-0.09,-0.02,-0.12,0.11,0.32,0.44,0.19,0.34,0.44,-0.20,-0.34,-0.56,-0.28,-0.36,-0.56,249728,249728,1,1,GPC,Consumer Discretionary,Large Cap,2023,2023,1
1411075,Tanner Bruce L,-0.17,-0.18,-0.30,-0.10,-0.04,-0.01,-0.21,-0.19,-0.27,-0.07,-0.15,-0.29,0.04,0.00,-0.03,1606.56,3213.12,2,1,AMT,Real Estate,Large Cap,2022,2022,1
1411359,Gottlieb Scott,0.08,0.10,0.12,0.11,0.15,0.17,0.08,0.11,0.14,-0.03,-0.04,-0.05,0.00,0.00,-0.02,59516,297580,5,1,PFE,Health Care,Large Cap,2019,2023,3
1411393,Shaheen Gabriel,0.11,0.37,1.04,0.16,0.22,0.44,0.19,0.27,0.50,-0.05,0.15,0.60,-0.07,0.10,0.55,115045,345135,3,1,STLD,Materials,Large Cap,2019,2020,2
1411764,Alvarez Jose B,0.26,0.67,0.79,0.10,0.16,0.24,0.09,0.12,0.16,0.16,0.52,0.54,0.17,0.55,0.63,51469.335,205877.34,4,1,URI,Industrials,Large Cap,2016,2022,4
1412439,James Renee Jo,-0.03,-0.06,-0.02,0.08,0.13,0.09,0.16,0.26,0.16,-0.11,-0.19,-0.11,-0.19,-0.32,-0.18,12961.52,12961.52,1,1,ORCL,Information Technology,Mega Cap,2017,2017,1
1412673,Eck Dennis K,0.17,-0.06,-0.14,0.10,0.15,0.26,0.09,0.12,0.32,0.07,-0.21,-0.40,0.08,-0.18,-0.46,1765193.333,5295580,3,1,ULTA,Consumer Discretionary,Large Cap,2016,2016,1
1413084,Hilal Paul C,86429424571778.30,105452168735901.00,102970941236233.00,0.15,0.05,0.03,0.13,0.02,0.00,86429424571778.10,105452168735901.00,102970941236233.00,86429424571778.10,105452168735901.00,102970941236233.00,16928950.69,169289506.9,10,2,CSX,Industrials,Large Cap,2017,2023,2
1413122,Muncrief Richard E,-0.08,-0.16,-0.17,0.10,0.17,0.25,0.06,0.03,0.04,-0.18,-0.33,-0.42,-0.14,-0.19,-0.21,460337.5,1841350,4,1,DVN,Energy,Large Cap,2023,2024,2
1413378,Viking Global Equities II LP,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1414129,Paradie Terrance M,-0.33,-0.33,-0.12,-0.01,-0.03,-0.01,-0.02,-0.01,0.00,-0.32,-0.30,-0.11,-0.31,-0.32,-0.12,67425,67425,1,1,TDG,Industrials,Large Cap,2015,2015,1
1415300,Parker P.W.,0.34,0.86,0.76,0.20,0.37,0.35,0.26,0.52,0.61,0.14,0.49,0.41,0.08,0.34,0.15,233200,233200,1,1,SYF,Financials,Large Cap,2020,2020,1
1415303,Brutto Daniel J,-0.14,-0.03,0.20,0.06,0.12,0.23,-0.01,-0.04,-0.01,-0.20,-0.15,-0.03,-0.13,0.01,0.21,129850,129850,1,1,SYY,Consumer Staples,Large Cap,2017,2017,1
1415357,Hao Kenneth,7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,0.05,0.09,0.12,0.05,0.16,0.24,7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,8547848.644,85478486.44,10,1,AVGO,Information Technology,Mega Cap,2018,2018,1
1415534,King Donnie,-0.07,0.20,0.22,0.06,0.26,0.00,-0.09,0.03,0.00,-0.13,-0.06,0.22,0.02,0.17,0.22,500422.5,500422.5,1,1,TSN,Consumer Staples,Large Cap,2023,2023,1
1415834,FARLEY JR JAMES D,0.26,0.79,1.71,0.16,0.44,0.58,0.30,0.50,0.66,0.10,0.35,1.13,-0.04,0.29,1.05,1000093.5,1000093.5,1,1,F,Consumer Discretionary,Large Cap,2020,2020,1
1415959,Reeg Thomas,-0.26,-0.25,-0.24,-0.02,0.06,0.05,-0.01,-0.05,0.02,-0.24,-0.31,-0.29,-0.25,-0.20,-0.26,542262.5,1084525,2,1,CZR,Consumer Discretionary,Mid Cap,2022,2023,2
1416390,CAHILLANE STEVEN A,0.10,0.13,0.16,0.04,0.14,0.20,-0.01,0.06,0.08,0.06,-0.01,-0.04,0.11,0.07,0.07,846149.6725,3384598.69,4,1,K,Consumer Staples,Large Cap,2017,2020,3
1416453,Young Ray G,-0.06,0.06,0.18,0.07,0.10,0.23,0.09,0.14,0.20,-0.13,-0.05,-0.05,-0.15,-0.08,-0.01,142041,852246,6,2,ADM,Consumer Staples,Large Cap,2015,2020,4
1418226,"Silver Lake Group, L.L.C.",7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,0.05,0.09,0.12,0.05,0.16,0.24,7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,7792571942552520000000000000000000000000000000000000000000000000000000000000.00,10815364138448100000000000000000000000000000000000000000000000000000000000000.00,9762303464494990000000000000000000000000000000000000000000000000000000000000.00,8547848.644,85478486.44,10,1,AVGO,Information Technology,Mega Cap,2018,2018,1
1418280,Parrett William G,-0.12,-0.10,0.08,0.05,0.12,0.21,0.02,0.10,0.18,-0.17,-0.22,-0.13,-0.14,-0.21,-0.11,124520,249040,2,2,BX,Financials,Mega Cap,2015,2015,1
1418483,Jansen James C,-0.04,0.09,0.28,0.05,0.17,0.25,0.14,0.19,0.28,-0.09,-0.08,0.03,-0.18,-0.10,0.00,48920,48920,1,1,FAST,Industrials,Large Cap,2022,2022,1
1418812,"VA Partners I, LLC",-0.12,-0.07,-0.01,0.03,0.10,0.20,0.00,0.10,0.24,-0.16,-0.18,-0.21,-0.13,-0.17,-0.25,12200052.78,646602797.3,53,5,STX,Information Technology,Large Cap,2015,2020,5
1418813,"ValueAct Holdings GP, LLC",-0.12,-0.07,-0.01,0.03,0.10,0.20,0.00,0.10,0.24,-0.16,-0.18,-0.21,-0.13,-0.17,-0.25,12200052.78,646602797.3,53,5,STX,Information Technology,Large Cap,2015,2020,5
1418814,"ValueAct Holdings, L.P.",-0.12,-0.07,-0.01,0.03,0.10,0.20,0.00,0.10,0.24,-0.16,-0.18,-0.21,-0.13,-0.17,-0.25,12200052.78,646602797.3,53,5,STX,Information Technology,Large Cap,2015,2020,5
1419882,Huskins Priya Cherian,0.05,0.14,0.14,0.16,0.25,0.11,0.23,0.33,0.21,-0.10,-0.12,0.03,-0.17,-0.19,-0.06,1312.5825,5250.33,4,1,O,Real Estate,Large Cap,2020,2021,2
1420673,Ayers Andrea J.,-0.11,0.03,-0.07,-0.02,0.10,0.18,0.06,0.16,0.19,-0.09,-0.07,-0.25,-0.17,-0.13,-0.26,1483195,2966390,2,1,SWK,Industrials,Large Cap,2022,2022,1
1421920,Popowich James L.,0.06,0.28,-0.22,0.16,0.24,0.30,0.20,0.29,0.34,-0.10,0.04,-0.52,-0.14,-0.01,-0.56,70710,70710,1,1,MOS,Materials,Mid Cap,2016,2016,1
1422599,Frank Joshua D.,0.03,0.20,0.15,0.11,0.22,0.29,0.03,0.07,0.11,-0.08,-0.02,-0.14,0.01,0.13,0.04,10812711.52,140565249.8,13,1,SYY,Consumer Staples,Large Cap,2015,2020,4
1423061,Desroches Pascal,122602451498381.00,141451838623786.00,137301225749190.00,0.13,-0.06,-0.05,0.10,-0.23,-0.34,122602451498381.00,141451838623786.00,137301225749190.00,122602451498381.00,141451838623786.00,137301225749191.00,117927.714,589638.57,5,1,T,Communication Services,Large Cap,2021,2021,1
1423154,Morris Maria R,0.24,0.48,0.73,0.09,0.25,0.25,0.08,0.30,0.22,0.15,0.23,0.48,0.16,0.18,0.51,46360,46360,1,1,SPGI,Financials,Large Cap,2017,2017,1
1423302,Nadkarni Gurudatta D,-0.15,-0.11,-0.07,0.05,0.11,0.18,0.02,0.04,0.08,-0.20,-0.22,-0.26,-0.17,-0.15,-0.15,3921.832762,411792.44,105,1,ED,Utilities,Large Cap,2014,2023,10
