OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Avg_Transaction_Value,Total_Transaction_Value,Transaction_Count,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years
1270263,BERTOLINI ROBERT J,0.20,0.13,0.20,0.09,0.09,0.27,0.12,0.17,0.28,0.11,0.04,-0.07,0.08,-0.04,-0.08,491920,491920,1,1,BMY,Health Care,Large Cap,2019,2019,1
1271016,ALLEN WILLIAM B JR,-0.38,-0.36,-0.24,0.04,0.16,0.27,0.02,0.20,0.30,-0.42,-0.52,-0.51,-0.40,-0.56,-0.54,32132,32132,1,1,LYB,Materials,Large Cap,2015,2015,1
1271088,STAPLE PETER D,18.42,21.10,18.04,0.05,0.16,0.25,0.01,0.08,0.17,18.37,20.93,17.79,18.41,21.01,17.87,22525,45050,2,1,COR,Health Care,Large Cap,2016,2016,1
1272064,STEWART MARTA R,0.05,0.18,0.30,0.08,0.12,0.11,0.02,0.03,0.00,-0.03,0.06,0.19,0.03,0.15,0.30,14862.735,237803.76,16,1,SPG,Real Estate,Large Cap,2020,2024,5
1272409,CRANE DAVID W,-0.31,-0.45,-0.32,-0.06,-0.01,0.09,0.06,0.11,0.15,-0.25,-0.44,-0.41,-0.36,-0.56,-0.47,62719.4,313597,5,1,NRG,Utilities,Large Cap,2015,2015,1
1272898,COBEN LAWRENCE S,0.04,0.49,1.46,0.12,0.21,0.39,-0.08,-0.11,-0.02,-0.08,0.28,1.07,0.12,0.60,1.48,475500,475500,1,1,NRG,Utilities,Large Cap,2022,2022,1
1273392,ARNOLD MICHAEL J,-0.18,-0.71,-0.57,0.05,0.01,0.05,0.08,-0.06,0.02,-0.23,-0.72,-0.62,-0.26,-0.65,-0.59,1107500,1107500,1,1,FCX,Materials,Large Cap,2014,2014,1
1274572,HUSEBY MICHAEL,0.45,0.99,1.38,0.18,0.24,0.34,0.13,0.05,0.00,0.27,0.75,1.04,0.32,0.94,1.38,163840,163840,1,1,CHTR,Communication Services,Large Cap,2016,2016,1
1275195,MURPHY JOHN RAYMOND,-0.06,-0.20,-0.03,0.13,0.22,0.25,0.17,0.19,0.33,-0.19,-0.42,-0.28,-0.23,-0.39,-0.36,131980,131980,1,1,ORLY,Consumer Discretionary,Large Cap,2016,2016,1
1275613,KUEHN KURT P,131.27,96.30,102.68,0.08,0.18,0.23,0.12,0.21,0.23,131.19,96.12,102.45,131.15,96.09,102.45,151410,151410,1,1,HSIC,Health Care,Mid Cap,2016,2016,1
1275630,EASTER WILLIAM H III,0.14,0.25,0.25,0.11,-0.04,0.02,0.12,-0.04,0.02,0.03,0.29,0.23,0.02,0.29,0.24,199945.5,399891,2,2,DAL,Industrials,Large Cap,2015,2023,2
1275853,OCONNOR DAVID P,0.05,-0.05,-0.10,0.06,0.15,0.34,-0.05,-0.03,-0.02,-0.01,-0.20,-0.44,0.10,-0.02,-0.08,1027170,1027170,1,1,PLD,Real Estate,Large Cap,2022,2022,1
1276175,SWEARENGIN MICHAEL D,0.05,0.18,0.07,-0.07,0.03,0.09,-0.07,0.01,0.06,0.12,0.15,-0.02,0.12,0.17,0.01,1817475,1817475,1,1,ORLY,Consumer Discretionary,Large Cap,2015,2015,1
1276257,OLSON W KREGG,-0.21,0.11,0.14,0.00,0.12,0.22,-0.03,0.15,0.16,-0.21,-0.01,-0.08,-0.18,-0.04,-0.02,98750,98750,1,1,APA,Energy,Mid Cap,2015,2015,1
1276258,CHRISTMANN JOHN J,-0.33,-0.57,-0.49,-0.04,-0.01,0.08,-0.12,-0.26,-0.33,-0.29,-0.56,-0.57,-0.21,-0.31,-0.16,170157,170157,1,1,APA,Energy,Mid Cap,2018,2018,1
